,timestamp,pilot,brackets,module_or_ammo,amount
1266,2023-02-23 16:34:31,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1267,2023-02-23 16:34:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1269,2023-02-23 16:34:37,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1270,2023-02-23 16:34:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1271,2023-02-23 16:34:43,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1273,2023-02-23 16:34:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1274,2023-02-23 16:34:49,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1275,2023-02-23 16:34:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1277,2023-02-23 16:34:55,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1278,2023-02-23 16:34:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1279,2023-02-23 16:35:01,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1280,2023-02-23 16:35:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1282,2023-02-23 16:35:07,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1283,2023-02-23 16:35:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1284,2023-02-23 16:35:13,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1286,2023-02-23 16:35:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1287,2023-02-23 16:35:19,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1288,2023-02-23 16:35:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1290,2023-02-23 16:35:25,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1291,2023-02-23 16:35:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1292,2023-02-23 16:35:31,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1293,2023-02-23 16:35:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1295,2023-02-23 16:35:37,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1296,2023-02-23 16:35:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1297,2023-02-23 16:35:43,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1299,2023-02-23 16:35:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1300,2023-02-23 16:35:49,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1301,2023-02-23 16:35:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1303,2023-02-23 16:35:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1304,2023-02-23 16:35:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1305,2023-02-23 16:36:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1306,2023-02-23 16:36:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1308,2023-02-23 16:36:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1309,2023-02-23 16:36:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1311,2023-02-23 16:36:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1312,2023-02-23 16:36:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1321,2023-02-23 16:36:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1322,2023-02-23 16:36:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1334,2023-02-23 16:36:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1335,2023-02-23 16:36:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1341,2023-02-23 16:36:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1342,2023-02-23 16:36:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1354,2023-02-23 16:36:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1355,2023-02-23 16:36:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1362,2023-02-23 16:36:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1363,2023-02-23 16:36:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1374,2023-02-23 16:36:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1375,2023-02-23 16:36:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1382,2023-02-23 16:36:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1383,2023-02-23 16:36:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1394,2023-02-23 16:37:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1395,2023-02-23 16:37:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1401,2023-02-23 16:37:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,244
1402,2023-02-23 16:37:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1413,2023-02-23 16:37:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,491
1414,2023-02-23 16:37:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1420,2023-02-23 16:37:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,165
1421,2023-02-23 16:37:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1432,2023-02-23 16:37:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,244
1433,2023-02-23 16:37:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1439,2023-02-23 16:37:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,128
1440,2023-02-23 16:37:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1451,2023-02-23 16:37:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,255
1452,2023-02-23 16:37:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1458,2023-02-23 16:37:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,107
1459,2023-02-23 16:37:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1470,2023-02-23 16:37:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,222
1471,2023-02-23 16:37:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1477,2023-02-23 16:37:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,122
1478,2023-02-23 16:37:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1489,2023-02-23 16:38:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,275
1490,2023-02-23 16:38:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1496,2023-02-23 16:38:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,114
1497,2023-02-23 16:38:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1508,2023-02-23 16:38:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,251
1509,2023-02-23 16:38:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1515,2023-02-23 16:38:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,122
1516,2023-02-23 16:38:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1527,2023-02-23 16:38:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,223
1528,2023-02-23 16:38:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1534,2023-02-23 16:38:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,130
1535,2023-02-23 16:38:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1546,2023-02-23 16:38:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,200
1547,2023-02-23 16:38:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1553,2023-02-23 16:38:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,151
1554,2023-02-23 16:38:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1565,2023-02-23 16:38:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,259
1566,2023-02-23 16:38:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1572,2023-02-23 16:38:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,98
1573,2023-02-23 16:38:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1584,2023-02-23 16:39:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,263
1585,2023-02-23 16:39:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1591,2023-02-23 16:39:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,128
1592,2023-02-23 16:39:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1603,2023-02-23 16:39:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,228
1604,2023-02-23 16:39:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1610,2023-02-23 16:39:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,105
1611,2023-02-23 16:39:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1622,2023-02-23 16:39:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,218
1623,2023-02-23 16:39:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1629,2023-02-23 16:39:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,82
1630,2023-02-23 16:39:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1641,2023-02-23 16:39:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,253
1642,2023-02-23 16:39:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1648,2023-02-23 16:39:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,137
1649,2023-02-23 16:39:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1660,2023-02-23 16:39:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,238
1661,2023-02-23 16:39:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1667,2023-02-23 16:39:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,96
1668,2023-02-23 16:39:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1679,2023-02-23 16:40:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,244
1680,2023-02-23 16:40:03,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1686,2023-02-23 16:40:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,123
1687,2023-02-23 16:40:09,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1698,2023-02-23 16:40:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,263
1699,2023-02-23 16:40:15,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1705,2023-02-23 16:40:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,137
1706,2023-02-23 16:40:21,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1717,2023-02-23 16:40:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,253
1718,2023-02-23 16:40:27,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1724,2023-02-23 16:40:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,118
1725,2023-02-23 16:40:33,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1736,2023-02-23 16:40:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,278
1737,2023-02-23 16:40:39,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1743,2023-02-23 16:40:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,126
1744,2023-02-23 16:40:45,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1755,2023-02-23 16:40:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,236
1756,2023-02-23 16:40:51,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1762,2023-02-23 16:40:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,123
1763,2023-02-23 16:40:57,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1774,2023-02-23 16:41:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,236
1775,2023-02-23 16:41:03,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1781,2023-02-23 16:41:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,127
1782,2023-02-23 16:41:09,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1793,2023-02-23 16:41:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,236
1794,2023-02-23 16:41:15,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1800,2023-02-23 16:41:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,132
1801,2023-02-23 16:41:21,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1812,2023-02-23 16:41:26,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,225
1813,2023-02-23 16:41:27,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1819,2023-02-23 16:41:32,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,131
1820,2023-02-23 16:41:33,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1831,2023-02-23 16:41:38,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,251
1832,2023-02-23 16:41:39,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1838,2023-02-23 16:41:44,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,109
1839,2023-02-23 16:41:45,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1850,2023-02-23 16:41:50,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,179
1851,2023-02-23 16:41:51,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1857,2023-02-23 16:41:56,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,145
1858,2023-02-23 16:41:57,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1869,2023-02-23 16:42:02,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,197
1870,2023-02-23 16:42:03,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1876,2023-02-23 16:42:08,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,107
1877,2023-02-23 16:42:09,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1888,2023-02-23 16:42:14,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,204
1889,2023-02-23 16:42:15,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1895,2023-02-23 16:42:20,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,114
1896,2023-02-23 16:42:21,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1907,2023-02-23 16:42:27,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,266
1908,2023-02-23 16:42:27,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1914,2023-02-23 16:42:33,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,113
1915,2023-02-23 16:42:33,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1926,2023-02-23 16:42:39,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,245
1927,2023-02-23 16:42:39,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1933,2023-02-23 16:42:45,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,130
1934,2023-02-23 16:42:45,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1945,2023-02-23 16:42:51,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,222
1946,2023-02-23 16:42:51,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1952,2023-02-23 16:42:57,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,145
1953,2023-02-23 16:42:57,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1964,2023-02-23 16:43:03,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,257
1965,2023-02-23 16:43:03,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1971,2023-02-23 16:43:09,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,82
1972,2023-02-23 16:43:09,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1983,2023-02-23 16:43:15,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,252
1984,2023-02-23 16:43:15,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,0
1990,2023-02-23 16:43:21,Hollindustries,Dravynea Uta  Bhaalgorn ,Large Remote Armor Repairer II,110
